loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,occupancy_type,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,518000,pr,5820,CRIF,882,EXP,35-44,86.1969112,North,direct,0,48
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,180,not_neg,not_int,not_lpsm,998000,pr,9000,CRIF,556,EXP,45-54,47.74549098,North,direct,0,47
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,206500,360,not_neg,not_int,not_lpsm,258000,pr,4860,CRIF,626,EXP,35-44,80.03875969,south,direct,0,49
ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,516500,360,neg_amm,not_int,not_lpsm,508000,pr,5700,CRIF,525,EXP,55-64,101.6732283,North,direct,1,39
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,360,not_neg,not_int,not_lpsm,238000,pr,2880,CIB,668,CIB,25-34,78.36134454,south,direct,0,43
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,360,not_neg,not_int,not_lpsm,348000,pr,4560,CRIF,866,EXP,35-44,79.45402299,south,direct,0,48
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,86500,360,not_neg,not_int,not_lpsm,108000,pr,1620,CRIF,773,EXP,>74,80.09259259,south,direct,0,52
cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,360,not_neg,not_int,not_lpsm,438000,pr,4140,CRIF,751,CIB,55-64,38.01369863,North,direct,0,43
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,240,not_neg,not_int,not_lpsm,198000,pr,2460,CIB,863,CIB,45-54,68.93939394,south,direct,0,39
cf,Female,nopre,type3,p3,l1,nopc,nob/c,366500,360,not_neg,not_int,not_lpsm,408000,pr,2220,CIB,688,CIB,45-54,89.82843137,North,direct,1,56
cf,Male,nopre,type3,p3,l1,nopc,nob/c,196500,360,not_neg,not_int,not_lpsm,238000,pr,5520,EXP,622,CIB,45-54,82.56302521,North,direct,0,27
cf,Female,nopre,type1,p2,l1,nopc,nob/c,116500,360,neg_amm,not_int,not_lpsm,578000,pr,1500,CIB,725,CIB,65-74,20.15570934,North,direct,1,45
cf,Male,pre,type2,p1,l1,nopc,b/c,466500,360,not_neg,not_int,not_lpsm,578000,pr,8100,CRIF,825,EXP,45-54,80.70934256,North,direct,0,42
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,360,not_neg,not_int,not_lpsm,328000,pr,7560,EXP,525,CIB,55-64,78.20121951,south,direct,0,31
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,360,not_neg,not_int,not_lpsm,678000,pr,13440,EXP,771,EXP,45-54,73.2300885,North,direct,0,31
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,416500,360,not_neg,not_int,not_lpsm,578000,pr,6360,EXP,679,CIB,45-54,72.05882353,south,direct,0,37
cf,Female,nopre,type1,p1,l1,nopc,nob/c,136500,360,not_neg,not_int,not_lpsm,138000,pr,1980,CRIF,595,CIB,>74,98.91304348,North,direct,0,49
cf,Male,pre,type1,p1,l1,nopc,nob/c,206500,360,not_neg,not_int,not_lpsm,328000,pr,6060,EXP,765,CIB,45-54,62.95731707,North,direct,0,32
ncf,Joint,pre,type1,p4,l1,nopc,nob/c,776500,360,not_neg,not_int,not_lpsm,1508000,ir,14760,CRIF,709,EXP,45-54,51.49204244,south,direct,1,36
cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,106500,360,not_neg,not_int,not_lpsm,178000,ir,3060,CRIF,597,CIB,55-64,59.83146067,south,direct,1,16
cf,Joint,pre,type1,p3,l1,nopc,nob/c,66500,180,not_neg,not_int,not_lpsm,208000,pr,6780,EXP,589,EXP,55-64,31.97115385,central,direct,0,30
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,216500,360,not_neg,not_int,not_lpsm,428000,pr,2700,CRIF,779,CIB,55-64,50.58411215,south,direct,0,38
cf,Female,nopre,type1,p4,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,508000,pr,3720,EXP,797,CIB,45-54,64.27165354,North,direct,0,48
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,456500,360,not_neg,not_int,not_lpsm,668000,pr,4380,EXP,748,EXP,45-54,68.33832335,south,direct,0,47
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,396500,360,not_neg,not_int,not_lpsm,658000,ir,9600,CIB,550,EXP,55-64,60.25835866,south,direct,0,36
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,446500,360,not_neg,not_int,not_lpsm,508000,pr,5700,CIB,775,CIB,35-44,87.89370079,south,direct,0,39
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,360,neg_amm,not_int,not_lpsm,508000,pr,3540,EXP,654,CIB,55-64,50.49212598,south,direct,0,35
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,358000,pr,2520,CRIF,768,CIB,55-64,35.33519553,south,direct,0,39
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,468000,pr,5460,CRIF,610,CIB,55-64,69.76495726,south,direct,0,41
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,360,not_neg,not_int,not_lpsm,818000,pr,5160,CIB,706,EXP,65-74,43.58190709,North,direct,0,32
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,286500,360,not_neg,not_int,not_lpsm,288000,pr,4860,CRIF,765,EXP,<25,99.47916667,North,direct,0,37
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,356500,180,not_neg,not_int,not_lpsm,658000,pr,11220,CIB,886,EXP,45-54,54.17933131,south,direct,0,22
cf,Male,nopre,type3,p4,l1,nopc,nob/c,466500,360,not_neg,not_int,not_lpsm,528000,pr,5700,CIB,716,CIB,35-44,88.35227273,south,direct,0,39
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,360,not_neg,not_int,not_lpsm,298000,pr,7860,EXP,517,CIB,>74,65.93959732,south,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,360,not_neg,not_int,not_lpsm,578000,pr,3600,CRIF,659,CIB,45-54,63.4083045,North,direct,0,48
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,686500,360,neg_amm,not_int,not_lpsm,688000,pr,8220,CRIF,624,EXP,45-54,99.78197674,south,direct,0,50
cf,Male,nopre,type1,p1,l1,nopc,nob/c,156500,360,neg_amm,not_int,not_lpsm,168000,pr,4380,CRIF,881,CIB,<25,93.1547619,North,direct,1,32
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,266500,360,not_neg,not_int,not_lpsm,258000,pr,5700,CIB,778,CIB,25-34,103.2945736,south,direct,1,39
cf,Female,nopre,type1,p4,l1,nopc,nob/c,396500,360,not_neg,not_int,lpsm,418000,pr,8640,EQUI,652,EXP,>74,75.2016129,North,direct,1,39
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,508000,pr,4560,CRIF,864,EXP,>74,80.01968504,south,direct,0,40
cf,Male,nopre,type1,p3,l1,nopc,nob/c,336500,360,not_neg,not_int,not_lpsm,498000,pr,7020,EXP,683,CIB,45-54,67.57028112,south,direct,0,31
cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,398000,pr,7200,EXP,754,EXP,45-54,79.52261307,North,direct,0,46
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,468000,pr,7020,CIB,579,EXP,35-44,95.40598291,North,direct,0,39
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,306500,360,not_neg,not_int,not_lpsm,338000,pr,5880,CRIF,671,EXP,35-44,90.68047337,south,direct,0,48
cf,Female,nopre,type2,p1,l1,nopc,b/c,116500,360,neg_amm,not_int,not_lpsm,418000,pr,2040,EQUI,602,EXP,25-34,75.2016129,North,direct,1,39
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,226500,360,not_neg,not_int,not_lpsm,268000,pr,5700,EXP,560,CIB,45-54,84.51492537,south,direct,0,39
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,178000,pr,3720,CRIF,607,EXP,65-74,71.06741573,North,direct,0,36
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,116500,144,neg_amm,not_int,not_lpsm,368000,pr,4680,CRIF,646,EXP,55-64,31.6576087,south,direct,1,31
cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,308000,pr,4260,CIB,737,CIB,35-44,80.03246753,North,direct,0,39
cf,Male,pre,type1,p1,l1,nopc,nob/c,496500,360,not_neg,not_int,not_lpsm,418000,pr,4920,EQUI,754,EXP,35-44,75.2016129,North,direct,1,39
cf,Joint,pre,type1,p1,l1,nopc,nob/c,256500,360,neg_amm,not_int,not_lpsm,288000,pr,8220,CIB,846,EXP,25-34,89.0625,North,direct,0,46
cf,Joint,pre,type1,p3,l1,nopc,nob/c,336500,180,not_neg,not_int,not_lpsm,568000,pr,8160,CIB,800,EXP,45-54,59.24295775,North,direct,0,31
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,426500,360,not_neg,not_int,not_lpsm,1048000,pr,8040,CRIF,867,CIB,55-64,40.69656489,south,direct,0,35
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,348,not_neg,not_int,not_lpsm,908000,sr,189360,CIB,702,CIB,35-44,52.47797357,south,direct,0,14
cf,Male,nopre,type1,p3,l1,nopc,nob/c,526500,360,not_neg,not_int,not_lpsm,828000,pr,6600,EXP,642,CIB,55-64,63.58695652,North,direct,0,49
cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,180,not_neg,not_int,not_lpsm,528000,pr,13920,CRIF,878,EXP,45-54,44.79166667,North,direct,0,20
ncf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,360,not_neg,not_int,not_lpsm,288000,pr,4140,EXP,745,EXP,45-54,82.11805556,North,direct,0,38
cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,360,not_neg,not_int,not_lpsm,378000,pr,3960,CRIF,690,CIB,45-54,57.27513228,North,direct,0,31
cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,360,not_neg,not_int,not_lpsm,648000,pr,3360,CRIF,718,CIB,25-34,51.92901235,North,direct,0,46
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,360,not_neg,not_int,not_lpsm,778000,pr,9540,EXP,662,EXP,45-54,75.38560411,south,direct,0,49
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,266500,360,not_neg,not_int,not_lpsm,288000,pr,2940,CIB,826,CIB,65-74,92.53472222,south,direct,1,57
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,476500,360,not_neg,not_int,lpsm,418000,pr,0,EQUI,539,EXP,55-64,75.2016129,south,direct,1,39
ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,446500,120,not_neg,not_int,not_lpsm,988000,pr,15600,EXP,579,EXP,55-64,45.19230769,south,direct,0,35
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360,neg_amm,not_int,not_lpsm,418000,pr,7980,EQUI,829,EXP,35-44,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p1,l2,nopc,nob/c,166500,360,not_neg,not_int,not_lpsm,208000,pr,2160,CRIF,715,CIB,55-64,80.04807692,central,direct,0,44
cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,276500,300,neg_amm,not_int,not_lpsm,328000,pr,5700,CRIF,750,EXP,65-74,84.29878049,south,direct,1,47
cf,Joint,pre,type1,p1,l1,nopc,nob/c,406500,360,neg_amm,not_int,not_lpsm,478000,pr,4680,CIB,693,EXP,25-34,85.041841,North,direct,0,39
cf,Joint,nopre,type2,p1,l1,nopc,b/c,366500,360,not_neg,not_int,not_lpsm,368000,pr,4380,CIB,692,EXP,25-34,99.5923913,North,direct,0,50
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,360,not_neg,not_int,not_lpsm,348000,ir,5160,EXP,782,CIB,65-74,67.95977011,south,direct,0,37
cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,360,not_neg,not_int,lpsm,178000,pr,1440,CIB,863,CIB,>74,71.06741573,south,direct,1,60
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,266500,240,not_neg,not_int,not_lpsm,378000,pr,8580,CRIF,805,CIB,45-54,70.5026455,south,direct,0,39
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,226500,360,not_neg,not_int,not_lpsm,308000,pr,2700,CRIF,633,EXP,65-74,73.53896104,south,direct,0,42
cf,Female,nopre,type1,p3,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,688000,pr,6780,CRIF,827,CIB,65-74,64.89825581,North,direct,0,41
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,608000,pr,4740,EXP,814,EXP,45-54,56.99013158,North,direct,0,47
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,266500,300,neg_amm,not_int,not_lpsm,328000,pr,6720,EXP,850,EXP,55-64,81.25,North,direct,1,46
cf,Female,nopre,type1,p1,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,418000,pr,3000,EQUI,769,EXP,65-74,75.2016129,North,direct,1,39
cf,Male,nopre,type2,p4,l1,nopc,b/c,406500,360,not_neg,not_int,not_lpsm,418000,pr,5700,EXP,707,CIB,35-44,97.24880383,North,direct,0,39
cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,258000,pr,3420,CRIF,865,CIB,35-44,95.54263566,North,direct,1,36
cf,Male,nopre,type2,p3,l1,nopc,b/c,266500,360,not_neg,not_int,not_lpsm,468000,pr,7620,CRIF,756,CIB,45-54,56.94444444,North,direct,0,30
cf,Female,nopre,type1,p3,l1,nopc,nob/c,186500,360,not_neg,not_int,not_lpsm,308000,pr,2220,CRIF,684,CIB,65-74,60.55194805,North,direct,0,42
cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,236500,360,not_neg,not_int,not_lpsm,198000,pr,4920,CRIF,692,EXP,65-74,119.4444444,south,direct,1,46
cf,Female,pre,type2,p3,l1,nopc,b/c,286500,360,not_neg,not_int,not_lpsm,338000,pr,2820,CRIF,775,CIB,35-44,84.76331361,North,direct,0,55
cf,Female,nopre,type1,p1,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,418000,pr,5640,EQUI,719,EXP,65-74,75.2016129,central,direct,1,39
cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,76500,180,not_neg,not_int,not_lpsm,98000,pr,2400,EXP,517,CIB,65-74,78.06122449,south,direct,1,56
cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,360,not_neg,int_only,not_lpsm,418000,pr,4200,EQUI,805,EXP,35-44,75.2016129,south,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,568000,pr,6840,EXP,611,CIB,55-64,78.60915493,North,direct,0,37
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,360,neg_amm,not_int,not_lpsm,578000,pr,4980,EXP,803,EXP,45-54,61.67820069,south,direct,0,48
cf,Joint,nopre,type2,p1,l1,nopc,b/c,456500,360,not_neg,not_int,not_lpsm,468000,pr,5700,CRIF,866,EXP,25-34,97.54273504,North,direct,1,40
ncf,Female,pre,type1,p4,l1,nopc,nob/c,136500,360,not_neg,not_int,not_lpsm,358000,pr,2340,EXP,888,CIB,65-74,38.12849162,North,direct,0,39
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,116500,360,not_neg,not_int,not_lpsm,238000,pr,2280,CRIF,646,CIB,65-74,48.94957983,south,direct,0,38
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,240,not_neg,not_int,not_lpsm,378000,pr,8340,EXP,823,EXP,55-64,70.5026455,North,direct,0,36
cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,498000,pr,2520,CIB,562,CIB,65-74,25.40160643,North,direct,0,48
cf,Female,pre,type2,p3,l1,nopc,b/c,156500,360,not_neg,not_int,not_lpsm,428000,pr,3120,CIB,514,CIB,45-54,36.56542056,North,direct,0,40
cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,180,not_neg,not_int,not_lpsm,328000,pr,5340,CIB,698,CIB,65-74,69.05487805,North,direct,0,49
cf,Female,nopre,type2,p3,l1,nopc,b/c,76500,360,not_neg,not_int,not_lpsm,118000,pr,2280,CRIF,630,CIB,65-74,64.83050847,North,direct,1,6
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,360,not_neg,not_int,not_lpsm,548000,pr,5880,CRIF,585,EXP,45-54,79.65328467,North,direct,0,49
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,196500,360,not_neg,not_int,not_lpsm,228000,pr,3180,CIB,651,CIB,55-64,86.18421053,south,direct,0,44
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,456500,360,not_neg,not_int,not_lpsm,658000,pr,14460,CRIF,772,EXP,45-54,69.3768997,North,direct,0,36
cf,Male,nopre,type1,p1,l1,nopc,nob/c,796500,360,not_neg,not_int,not_lpsm,1068000,ir,9660,EXP,867,CIB,25-34,74.57865169,North,direct,0,27
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,360,not_neg,not_int,not_lpsm,398000,pr,7320,EXP,545,EXP,45-54,89.57286432,North,direct,0,40
cf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,168000,pr,7080,EXP,762,EXP,35-44,75.29761905,south,direct,0,37
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,418000,pr,5400,CIB,750,EXP,55-64,75.71770335,south,direct,0,39
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,276,not_neg,not_int,not_lpsm,388000,pr,7260,EXP,697,EXP,45-54,81.57216495,North,direct,0,34
cf,Joint,pre,type1,p1,l1,nopc,nob/c,326500,360,not_neg,not_int,not_lpsm,348000,pr,6120,EXP,600,EXP,25-34,93.82183908,south,direct,0,40
cf,Female,pre,type1,p3,l1,nopc,nob/c,146500,360,not_neg,not_int,not_lpsm,128000,pr,2760,CRIF,772,CIB,65-74,114.453125,North,direct,1,48
cf,Joint,pre,type1,p1,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,438000,pr,4800,CRIF,522,EXP,25-34,79.10958904,south,direct,0,49
cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,508000,pr,17940,EXP,846,CIB,65-74,80.01968504,south,direct,1,16
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,360,not_neg,not_int,lpsm,418000,pr,8460,EQUI,705,EXP,25-34,75.2016129,North,direct,1,39
cf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,286500,300,neg_amm,not_int,not_lpsm,418000,pr,3300,EQUI,792,EXP,45-54,75.2016129,south,direct,1,39
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,476500,360,not_neg,not_int,lpsm,638000,pr,5700,CIB,519,EXP,55-64,74.68652038,central,direct,0,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,360,not_neg,not_int,not_lpsm,438000,pr,6180,CRIF,580,CIB,55-64,81.39269406,North,direct,1,36
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,306500,360,not_neg,int_only,not_lpsm,498000,pr,5220,CRIF,504,CIB,45-54,61.54618474,south,direct,0,30
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,178000,pr,3660,CRIF,874,CIB,35-44,71.06741573,south,direct,0,39
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,360,not_neg,not_int,not_lpsm,298000,pr,5760,CIB,512,EXP,>74,69.29530201,North,direct,0,47
cf,Male,pre,type1,p1,l1,nopc,nob/c,276500,360,not_neg,not_int,not_lpsm,348000,pr,5340,EXP,668,CIB,35-44,79.45402299,North,direct,0,41
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,180,not_neg,not_int,not_lpsm,478000,sr,8040,EXP,853,EXP,55-64,57.84518828,North,direct,0,40
cf,Joint,pre,type1,p1,l1,nopc,nob/c,296500,360,not_neg,int_only,not_lpsm,328000,pr,9840,CIB,821,EXP,25-34,90.39634146,North,direct,0,34
cf,Female,nopre,type1,p4,l1,nopc,nob/c,726500,360,not_neg,not_int,not_lpsm,3108000,pr,9300,CRIF,503,CIB,65-74,23.37516088,North,direct,0,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,360,not_neg,not_int,not_lpsm,628000,pr,6060,CRIF,862,CIB,45-54,69.50636943,North,direct,0,31
cf,Female,nopre,type1,p3,l1,nopc,nob/c,86500,180,not_neg,not_int,not_lpsm,148000,pr,3360,CIB,737,CIB,55-64,58.44594595,North,direct,0,33
cf,Female,nopre,type1,p2,l1,nopc,nob/c,486500,180,not_neg,not_int,not_lpsm,418000,pr,7320,EQUI,571,EXP,65-74,75.2016129,south,direct,1,39
cf,Female,nopre,type1,p4,l1,nopc,nob/c,76500,180,neg_amm,not_int,not_lpsm,308000,pr,2940,EXP,548,CIB,65-74,24.83766234,North,direct,0,44
cf,Joint,pre,type1,p1,l1,nopc,nob/c,196500,360,not_neg,not_int,not_lpsm,248000,pr,2760,CIB,716,EXP,55-64,79.23387097,south,direct,0,43
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,476500,360,not_neg,not_int,not_lpsm,648000,pr,6360,CRIF,599,EXP,45-54,73.53395062,North,direct,0,58
cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,360,neg_amm,not_int,not_lpsm,398000,pr,2880,EXP,854,EXP,>74,77.01005025,North,direct,0,49
cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,658000,pr,16740,CIB,779,EXP,35-44,67.85714286,North-East,direct,0,37
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,96,not_neg,not_int,not_lpsm,948000,pr,14580,EXP,625,EXP,45-54,37.60548523,central,direct,0,30
cf,Joint,pre,type1,p1,l1,nopc,nob/c,416500,360,not_neg,not_int,not_lpsm,828000,pr,5760,CRIF,648,EXP,65-74,50.30193237,North,direct,0,39
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,106500,360,not_neg,not_int,not_lpsm,178000,pr,1320,CRIF,700,EXP,65-74,59.83146067,central,direct,1,47
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,446500,300,not_neg,not_int,not_lpsm,578000,pr,7440,CRIF,610,EXP,25-34,77.24913495,south,direct,0,31
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,360,not_neg,not_int,not_lpsm,548000,pr,4320,EXP,871,EXP,45-54,68.70437956,south,direct,0,39
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,556500,360,not_neg,not_int,not_lpsm,1908000,pr,8040,EXP,717,EXP,>74,29.16666667,North,direct,0,21
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,418000,pr,7140,EQUI,657,EXP,55-64,75.2016129,south,direct,1,39
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,86500,360,not_neg,int_only,not_lpsm,108000,pr,2400,EXP,586,EXP,>74,80.09259259,North,direct,1,58
cf,Joint,pre,type2,p1,l1,nopc,b/c,286500,360,not_neg,not_int,not_lpsm,298000,pr,6420,CIB,515,EXP,25-34,96.1409396,North,direct,0,52
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,296500,180,not_neg,not_int,not_lpsm,438000,pr,6180,CIB,631,CIB,45-54,67.69406393,south,direct,0,43
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,486500,360,not_neg,not_int,not_lpsm,638000,pr,5700,CIB,828,CIB,65-74,76.2539185,south,direct,0,39
cf,Male,nopre,type1,p1,l1,nopc,nob/c,286500,360,not_neg,not_int,not_lpsm,388000,pr,4680,EXP,630,CIB,45-54,73.84020619,North,direct,0,32
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,1308000,pr,7800,CIB,637,EXP,35-44,37.1941896,North,direct,0,38
cf,Male,nopre,type1,p1,l1,nopc,nob/c,196500,180,not_neg,not_int,not_lpsm,338000,pr,7200,CIB,826,CIB,55-64,58.13609467,North,direct,0,20
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,136500,360,not_neg,not_int,not_lpsm,138000,pr,6060,CRIF,606,EXP,45-54,98.91304348,south,direct,0,58
cf,Male,nopre,type1,p4,l2,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,548000,pr,7080,EXP,699,CIB,45-54,74.17883212,North,direct,0,43
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,326500,360,not_neg,not_int,not_lpsm,428000,pr,2820,CRIF,625,CIB,55-64,76.28504673,south,direct,1,55
cf,Male,nopre,type1,p4,l1,nopc,nob/c,726500,360,not_neg,not_int,not_lpsm,1218000,pr,10680,CIB,536,CIB,35-44,59.64696223,south,direct,0,34
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,458000,pr,8520,CIB,892,EXP,65-74,38.5371179,North,direct,0,12
ncf,Joint,pre,type3,p1,l1,nopc,nob/c,116500,360,not_neg,not_int,not_lpsm,138000,pr,4080,EXP,752,EXP,25-34,84.42028986,North,direct,0,41
cf,Male,nopre,type3,p1,l1,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,398000,pr,3420,CIB,789,CIB,25-34,102.1356784,North,direct,0,54
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,180,not_neg,not_int,not_lpsm,288000,pr,5760,CIB,658,EXP,45-54,78.64583333,south,direct,0,40
ncf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,176500,324,neg_amm,not_int,not_lpsm,218000,pr,5700,EQUI,572,EXP,45-54,80.96330275,south,direct,1,39
cf,Female,pre,type1,p3,l1,nopc,nob/c,156500,180,not_neg,not_int,not_lpsm,198000,pr,4020,EXP,534,CIB,65-74,79.04040404,North,direct,0,39
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,206500,180,not_neg,not_int,not_lpsm,278000,pr,8100,EXP,791,EXP,45-54,74.28057554,south,direct,0,46
cf,Male,nopre,type1,p3,l2,nopc,nob/c,456500,360,not_neg,not_int,not_lpsm,618000,ir,14580,EXP,552,EXP,45-54,73.86731392,south,direct,0,47
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,286500,360,not_neg,not_int,not_lpsm,478000,pr,8280,CRIF,616,CIB,35-44,59.93723849,south,direct,0,13
cf,Male,nopre,type3,p4,l1,nopc,nob/c,596500,360,not_neg,not_int,not_lpsm,1078000,pr,5700,CRIF,784,CIB,65-74,55.33395176,central,direct,0,39
cf,Male,pre,type1,p1,l1,nopc,nob/c,216500,240,not_neg,not_int,not_lpsm,338000,pr,7500,CRIF,619,CIB,35-44,64.05325444,North,direct,0,9
